locus_tag	ftype	length_bp	gene	EC_number	COG	product
target_02436	CDS	1095		2.6.1.-	COG0079	putative aminotransferase
target_02437	gene	633				
target_02437	CDS	633			COG0546	putative protein
target_02438	gene	492	ptpA			
target_02438	CDS	492	ptpA	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase
target_02439	gene	816				
target_02439	CDS	816			COG3346	putative SURF1-like protein
target_02440	gene	960	cobD			
target_02440	CDS	960	cobD		COG1270	Cobalamin biosynthesis protein CobD
target_02441	gene	816				
target_02441	CDS	816			COG3662	putative protein
target_02442	gene	126				
target_02442	CDS	126				hypothetical protein
target_02443	gene	74				
target_02443	tRNA	74				tRNA-Val(tac)
target_02444	gene	462	ahpE			
target_02444	CDS	462	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
target_02445	gene	423				
target_02445	CDS	423				putative protein
target_02446	gene	591				
target_02446	CDS	591				putative protein
target_02447	gene	2793	aceE			
target_02447	CDS	2793	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
target_02448	gene	1245				
target_02448	CDS	1245			COG2508	putative protein
target_02449	gene	909	fabD			
target_02449	CDS	909	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
target_02450	gene	348	acpM			
target_02450	CDS	348	acpM		COG0236	Meromycolate extension acyl carrier protein
target_02451	gene	1251	kasA			
target_02451	CDS	1251	kasA	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
target_02452	gene	1317	kasB			
target_02452	CDS	1317	kasB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
target_02453	gene	1422	accD6			
target_02453	CDS	1422	accD6	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 6
target_02454	gene	888				
target_02454	CDS	888				hypothetical protein
target_02455	gene	1545	glpD1			
target_02455	CDS	1545	glpD1	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 1
target_02456	gene	570				
target_02456	CDS	570				putative HTH-type transcriptional regulator
target_02457	gene	1590				
target_02457	CDS	1590				hypothetical protein
target_02458	gene	930	dagK			
target_02458	CDS	930	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
target_02459	gene	504				
target_02459	CDS	504				hypothetical protein
target_02460	gene	411				
target_02460	CDS	411				hypothetical protein
target_02461	gene	219				
target_02461	CDS	219				hypothetical protein
target_02462	gene	513				
target_02462	CDS	513				hypothetical protein
target_02463	gene	819				
target_02463	CDS	819				hypothetical protein
target_02464	gene	1062	COQ5_1			
target_02464	CDS	1062	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
target_02465	gene	1086				
target_02465	CDS	1086		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
target_02466	gene	636	gloB_3			
target_02466	CDS	636	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
target_02467	gene	1521	lnt			
target_02467	CDS	1521	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
target_02468	gene	954				
target_02468	CDS	954				hypothetical protein
target_02469	gene	1779	dnaK_3			
target_02469	CDS	1779	dnaK_3			Chaperone protein DnaK
target_02470	gene	1230				
target_02470	CDS	1230				hypothetical protein
target_02471	gene	1287				
target_02471	CDS	1287		1.14.15.14	COG2124	Methyl-branched lipid omega-hydroxylase
target_02472	gene	1167				
target_02472	CDS	1167				hypothetical protein
target_02473	gene	1470				
target_02473	CDS	1470				hypothetical protein
target_02474	gene	528				
target_02474	CDS	528				hypothetical protein
target_02475	gene	300				
target_02475	CDS	300				putative protein
target_02476	gene	369				
target_02476	CDS	369			COG2149	putative protein
target_02477	gene	330				
target_02477	CDS	330				hypothetical protein
target_02478	gene	870				
target_02478	CDS	870		2.3.2.21		Cyclo(L-tyrosyl-L-tyrosyl) synthase
target_02479	gene	1191				
target_02479	CDS	1191		1.14.19.70		Mycocyclosin synthase
target_02480	gene	915				
target_02480	CDS	915			COG0584	putative protein
target_02481	gene	1380				
target_02481	CDS	1380		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
target_02482	gene	1659				
target_02482	CDS	1659				hypothetical protein
target_02483	gene	804				
target_02483	CDS	804				putative HTH-type transcriptional regulator
target_02484	gene	195				
target_02484	CDS	195				hypothetical protein
target_02485	gene	1296				
target_02485	CDS	1296				hypothetical protein
target_02486	gene	1338				
target_02486	CDS	1338		2.3.1.20		Putative diacyglycerol O-acyltransferase
target_02487	gene	693				
target_02487	CDS	693				putative protein
target_02488	gene	1593				
target_02488	CDS	1593			COG0025	putative Na(+)/H(+) exchanger
target_02489	gene	849	cdh			
target_02489	CDS	849	cdh	3.6.1.26	COG2134	putative CDP-diacylglycerol pyrophosphatase
target_02490	gene	234	lppO			
target_02490	CDS	234	lppO			Putative lipoprotein LppO
target_02491	gene	855	sseB			
target_02491	CDS	855	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
target_02492	gene	225				
target_02492	CDS	225				hypothetical protein
target_02493	gene	741				
target_02493	CDS	741				hypothetical protein
target_02494	gene	1164				
target_02494	CDS	1164		4.4.1.13	COG1168	Putative cystathionine beta-lyase
target_02495	gene	639				
target_02495	CDS	639				hypothetical protein
target_02496	gene	903	dhmA1			
target_02496	CDS	903	dhmA1	3.8.1.5		Haloalkane dehalogenase 1
target_02497	gene	453				
target_02497	CDS	453				putative protein
target_02498	gene	1068				
target_02498	CDS	1068		1.-.-.-	COG0667	putative oxidoreductase
target_02499	gene	1944	htpG			
target_02499	CDS	1944	htpG		COG0326	Chaperone protein HtpG
target_02500	gene	819				
target_02500	CDS	819		3.-.-.-		putative metallo-hydrolase
target_02501	gene	660	cut2			
target_02501	CDS	660	cut2	3.1.1.74		putative cutinase cut2
target_02502	gene	243				
target_02502	CDS	243				putative protein
target_02503	gene	924				
target_02503	CDS	924				hypothetical protein
target_02504	gene	210				
target_02504	CDS	210				hypothetical protein
target_02505	gene	1290				
target_02505	CDS	1290			COG4908	putative protein
target_02506	gene	291				
target_02506	CDS	291				hypothetical protein
target_02507	gene	426				
target_02507	CDS	426				hypothetical protein
target_02508	gene	822				
target_02508	CDS	822			COG1073	putative protein
target_02509	gene	159				
target_02509	CDS	159				hypothetical protein
target_02510	gene	717				
target_02510	CDS	717				hypothetical protein
target_02511	gene	333				
target_02511	CDS	333				hypothetical protein
target_02512	gene	93				
target_02512	CDS	93				hypothetical protein
target_02513	gene	75				
target_02513	tRNA	75				tRNA-Met(cat)
target_02514	gene	456	xerC_1			
target_02514	CDS	456	xerC_1			Tyrosine recombinase XerC
target_02515	gene	168				
target_02515	CDS	168				hypothetical protein
target_02516	gene	153				
target_02516	CDS	153				hypothetical protein
target_02517	gene	342				
target_02517	CDS	342				hypothetical protein
target_02518	gene	597				
target_02518	CDS	597				hypothetical protein
target_02519	gene	270				
target_02519	CDS	270				hypothetical protein
target_02520	gene	855				
target_02520	CDS	855			COG2128	putative protein
target_02521	gene	1374				
target_02521	CDS	1374				hypothetical protein
target_02522	gene	1518				
target_02522	CDS	1518				hypothetical protein
target_02523	gene	873	ugpA_1			
target_02523	CDS	873	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
target_02524	gene	825	araQ_2			
target_02524	CDS	825	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
target_02525	gene	1323				
target_02525	CDS	1323				hypothetical protein
target_02526	gene	879				
target_02526	CDS	879			COG0589	Universal stress protein
target_02527	gene	1398	yhdG_1			
target_02527	CDS	1398	yhdG_1		COG0531	putative amino acid permease YhdG
target_02528	gene	546	rocD			
target_02528	CDS	546	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
target_02529	gene	666	rocD2			
target_02529	CDS	666	rocD2	2.6.1.13		Ornithine aminotransferase 2
target_02530	gene	774				
target_02530	CDS	774		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
target_02531	gene	447	asnC			
target_02531	CDS	447	asnC		COG1522	Regulatory protein AsnC
target_02532	gene	849				
target_02532	CDS	849			COG0619	putative protein
target_02533	gene	2094				
target_02533	CDS	2094			COG1122	putative ABC transporter ATP-binding protein
target_02534	gene	492				
target_02534	CDS	492				hypothetical protein
target_02535	gene	1149				
target_02535	CDS	1149				putative PE family protein PE23
target_02536	gene	1548	narK_3			
target_02536	CDS	1548	narK_3		COG2223	Nitrate/nitrite transporter NarK
target_02537	gene	528	lppP			
target_02537	CDS	528	lppP			Putative lipoprotein LppP
target_02538	gene	387				
target_02538	CDS	387				hypothetical protein
target_02539	gene	129				
target_02539	CDS	129				hypothetical protein
target_02540	gene	1647	mez			
target_02540	CDS	1647	mez	1.1.1.38	COG0281	Putative malate oxidoreductase [NAD]
target_02541	gene	1614	stp			
target_02541	CDS	1614	stp			Multidrug resistance protein Stp
target_02542	gene	933	cysK1			
target_02542	CDS	933	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
target_02543	gene	690	cysE			
target_02543	CDS	690	cysE	2.3.1.30	COG1045	Serine acetyltransferase
target_02544	gene	969				
target_02544	CDS	969				hypothetical protein
target_02545	gene	1119				
target_02545	CDS	1119				hypothetical protein
target_02546	gene	957				
target_02546	CDS	957				hypothetical protein
target_02547	gene	285				
target_02547	CDS	285				hypothetical protein
target_02548	gene	2889	mmpL9			
target_02548	CDS	2889	mmpL9			putative transport protein MmpL9
target_02549	gene	1242				
target_02549	CDS	1242				hypothetical protein
target_02550	gene	74				
target_02550	tRNA	74				tRNA-Asn(gtt)
target_02551	gene	435				
target_02551	CDS	435				hypothetical protein
target_02552	gene	294				
target_02552	CDS	294				hypothetical protein
target_02553	gene	1920	dnaG			
target_02553	CDS	1920	dnaG	2.7.7.-	COG0358	DNA primase
target_02554	gene	1296	dgt			
target_02554	CDS	1296	dgt		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
target_02555	gene	1983				
target_02555	CDS	1983				hypothetical protein
target_02556	gene	285	esxO			
target_02556	CDS	285	esxO			ESAT-6-like protein EsxO
target_02557	gene	297	esxK			
target_02557	CDS	297	esxK			ESAT-6-like protein EsxK
target_02558	gene	327				
target_02558	CDS	327				hypothetical protein
target_02559	gene	1554	plcC			
target_02559	CDS	1554	plcC	3.1.4.3	COG3511	Phospholipase C 3
target_02560	gene	1566	plcB			
target_02560	CDS	1566	plcB	3.1.4.3	COG3511	Phospholipase C 2
target_02561	gene	1539	plcA_2			
target_02561	CDS	1539	plcA_2	3.1.4.3	COG3511	Phospholipase C 1
target_02562	gene	174				
target_02562	CDS	174				hypothetical protein
target_02563	gene	1176				
target_02563	CDS	1176				putative PPE family protein PPE38
target_02564	gene	285	esxN_2			
target_02564	CDS	285	esxN_2			ESAT-6-like protein EsxN
target_02565	gene	315	esxJ_3			
target_02565	CDS	315	esxJ_3			ESAT-6-like protein EsxJ
target_02566	gene	1269				
target_02566	CDS	1269				putative PPE family protein PPE38
target_02567	gene	1335				
target_02567	CDS	1335				putative PPE family protein PPE40
target_02568	gene	1344				
target_02568	CDS	1344				putative PPE family protein PPE40
target_02569	gene	1455	glyQS			
target_02569	CDS	1455	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
target_02570	gene	408	smtB			
target_02570	CDS	408	smtB		COG0640	HTH-type transcriptional repressor SmtB
target_02571	gene	393	zur			
target_02571	CDS	393	zur		COG0735	Zinc uptake regulation protein
target_02572	gene	429				
target_02572	CDS	429				hypothetical protein
target_02573	gene	891	uppS			
target_02573	CDS	891	uppS	2.5.1.86	COG0020	Decaprenyl diphosphate synthase
target_02574	gene	798	recO			
target_02574	CDS	798	recO			DNA repair protein RecO
target_02575	gene	1455	amiA2			
target_02575	CDS	1455	amiA2	3.5.1.4	COG0154	Putative amidase AmiA2
target_02576	gene	930	era			
target_02576	CDS	930	era		COG1159	GTPase Era
target_02577	gene	342				
target_02577	CDS	342				hypothetical protein
target_02578	gene	1308				
target_02578	CDS	1308				hypothetical protein
target_02579	gene	534	ybeY			
target_02579	CDS	534	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
target_02580	gene	1059				
target_02580	CDS	1059			COG1702	PhoH-like protein
target_02581	gene	1314				
target_02581	CDS	1314				hypothetical protein
target_02582	gene	186				
target_02582	CDS	186				hypothetical protein
target_02583	gene	141				
target_02583	CDS	141				hypothetical protein
target_02584	gene	789	rsmE			
target_02584	CDS	789	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
target_02585	gene	1149	dnaJ2			
target_02585	CDS	1149	dnaJ2		COG0484	Chaperone protein DnaJ 2
target_02586	gene	1032	hrcA			
target_02586	CDS	1032	hrcA		COG1420	Heat-inducible transcription repressor HrcA
target_02587	gene	318				
target_02587	CDS	318				hypothetical protein
target_02588	gene	507				
target_02588	CDS	507				Low molecular weight antigen MTB12
target_02589	gene	216	mbtH			
target_02589	CDS	216	mbtH		COG3251	Protein MbtH
target_02590	gene	1296	mbtG			
target_02590	CDS	1296	mbtG	1.14.13.59		L-lysine N6-monooxygenase MbtG
target_02591	gene	4386	lgrD			
target_02591	CDS	4386	lgrD			Linear gramicidin synthase subunit D
target_02592	gene	5196	dhbF			
target_02592	CDS	5196	dhbF		COG1020	Dimodular nonribosomal peptide synthase
target_02593	gene	3015	eryA			
target_02593	CDS	3015	eryA	2.3.1.94	COG3321	6-deoxyerythronolide-B synthase EryA3, modules 5 and 6
target_02594	gene	1335				
target_02594	CDS	1335				Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks15
target_02595	gene	4245	mbtB			
target_02595	CDS	4245	mbtB	6.3.2.-	COG1020	Phenyloxazoline synthase MbtB
target_02596	gene	1698	mbtA			
target_02596	CDS	1698	mbtA	6.2.1.-	COG1021	Salicyl-AMP ligase / salicyl-S-ArCP synthetase
target_02597	gene	921	aes_3			
target_02597	CDS	921	aes_3	3.1.1.-		Acetyl esterase
target_02598	gene	1353	mbtI			
target_02598	CDS	1353	mbtI	5.4.99.5	COG0147	Salicylate synthase
target_02599	gene	210				
target_02599	CDS	210				putative proteinA/RVBD_2386A
target_02600	gene	1254				
target_02600	CDS	1254				hypothetical protein
target_02601	gene	1173	hemW			
target_02601	CDS	1173	hemW		COG0635	Heme chaperone HemW
target_02602	gene	465	rpfD			
target_02602	CDS	465	rpfD	3.-.-.-		Resuscitation-promoting factor RpfD
target_02603	gene	567				
target_02603	CDS	567				putative protein
target_02604	gene	1668	sir			
target_02604	CDS	1668	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
target_02605	gene	765	cysH			
target_02605	CDS	765	cysH	1.8.4.8	COG0175	putative phosphoadenosine phosphosulfate reductase
target_02606	gene	813	cbiX			
target_02606	CDS	813	cbiX	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
target_02607	gene	1932	ggt			
target_02607	CDS	1932	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
target_02608	gene	2004				
target_02608	CDS	2004				hypothetical protein
target_02609	gene	1086				
target_02609	CDS	1086				hypothetical protein
target_02610	gene	1056	cysA			
target_02610	CDS	1056	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
target_02611	gene	819	cysW_2			
target_02611	CDS	819	cysW_2		COG4208	Sulfate transport system permease protein CysW
target_02612	gene	852				
target_02612	CDS	852				hypothetical protein
target_02613	gene	1071	sbpA			
target_02613	CDS	1071	sbpA		COG1613	Sulfate-binding protein
target_02614	gene	195				
target_02614	CDS	195				hypothetical protein
target_02615	gene	1929				
target_02615	CDS	1929		3.2.1.28	COG3387	Trehalase
target_02616	gene	756				
target_02616	CDS	756				hypothetical protein
target_02617	gene	1962	lepA			
target_02617	CDS	1962	lepA	3.6.5.-	COG0481	Elongation factor 4
target_02618	gene	546				
target_02618	CDS	546				hypothetical protein
target_02619	gene	429				
target_02619	CDS	429				hypothetical protein
target_02620	gene	843	rbn_1			
target_02620	CDS	843	rbn_1	3.1.26.11		Ribonuclease BN
target_02621	gene	840				
target_02621	CDS	840			COG1305	putative protein
target_02622	gene	978				
target_02622	CDS	978			COG2307	putative protein
target_02623	gene	1656				
target_02623	CDS	1656			COG2308	putative protein
target_02624	gene	261	rpsT			
target_02624	CDS	261	rpsT		COG0268	30S ribosomal protein S20
target_02625	gene	969				
target_02625	CDS	969				hypothetical protein
target_02626	gene	1545				
target_02626	CDS	1545				hypothetical protein
target_02627	gene	894				
target_02627	CDS	894				hypothetical protein
target_02628	gene	1203	eis			
target_02628	CDS	1203	eis	2.3.1.-	COG4552	N-acetyltransferase Eis
target_02629	gene	843				
target_02629	CDS	843			COG1307	DegV domain-containing protein
target_02630	gene	744	octT			
target_02630	CDS	744	octT	2.3.1.273		Diglucosylglycerate octanoyltransferase
target_02631	gene	672	gpgP			
target_02631	CDS	672	gpgP	3.1.3.85	COG0406	Glucosyl-3-phosphoglycerate phosphatase
target_02632	gene	381	rsfS			
target_02632	CDS	381	rsfS		COG0799	Ribosomal silencing factor RsfS
